id,name,salary_from,salary_to,currency,published_at,archived,url,requirement,responsibility
110256732,BI-аналитик,400000,0,RUR,2024-11-06T16:05:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110256732,"знание математической статистики и теории вероятностей. - знание <highlighttext>Python</highlighttext> (pandas, NumPy, matplotlib, Sklearn) и других BI-систем будет плюсом. - высшее образование.","развитие и поддержка существующей отчетности, разработка отчетов «с нуля». - сбор требований от заказчиков отчетов. - сбор и интеграция данных из различных..."
109548398,Junior Backend разработчик,0,0,0,2024-10-29T12:50:55+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109548398,Знание PHP версии 8.0 и выше. Знание <highlighttext>Python</highlighttext>. Опыт работы с PHP MVC фреймворков (Symfony или Laravel). ,"Участие в разработке новых функциональных возможностей, а также в поддержке и улучшении существующего кода. Написание кода: Создание чистого, эффективного и..."
110219577,Junior IT специалист | Младший аналитик | Системный аналитик,80000,140000,RUR,2024-11-06T11:32:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110219577,"Высшее образование (желательно техническое или математическое). Плюсом будет знание языков программирования (например, SQL, <highlighttext>Python</highlighttext>). Понимание принципов работы реляционных баз данных. ",Сбор и анализ требований к системам. Разработка технических заданий. Участие в проектировании систем. Тестирование программного обеспечения.
110227768,Middle Frontend-разработчик,1200,0,EUR,2024-11-06T12:12:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110227768,"...для управления состоянием. Опыт с инструментами сборки, такими как Webpack или Vite. Знание CI/CD инструментов. Знание C, C++, <highlighttext>Python</highlighttext>.",Разработка новых пользовательских интерфейсов с использованием React или Vue.js. Поддержка существующих фронтенд-приложений. Написание тестов для обеспечения качества кода. 
110335683,Ведущий тестировщик,0,0,0,2024-11-07T17:40:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110335683,"...Robot, Cucumber, SpecFlow, Fit[nesse] и т.д.). Уверенное знание одного из языков программирования (Java/<highlighttext>Python</highlighttext>/Golang). Навыки автоматизации тестирования.","Сбор, анализ и тестирование требований, планирование и выдача оценок, подготовка тестовых сред и тестовых окружений. Исследовательское тестирование, консультация разработчиков и..."
110126573,Аналитик / помощник аналитика (можно удаленно),0,0,0,2024-11-05T13:37:15+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110126573,"В поиске аналитика / помощника аналитика. Желательно с опытом в области аналитики маркетинга, трафика, отделов продаж, моб.приложений или сайтов. ","...Аналитика (GTM, GA, BigQuery, коллтрекинги, Excel); Аналитика отдела продаж; Программирование SQL, Js, html, php, R, <highlighttext>python</highlighttext>; Интеграция CRM и сервисов."
109158236,Python (Django) Разработчик,100000,250000,RUR,2024-10-23T17:43:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109158236,"Понимать продукт, вникать в бизнес-процессы. Опыт <highlighttext>Python</highlighttext> (Django) Backend разработки от 2-х лет. Опыт работы с Django Templates. ","Разработка и поддержка сервиса аналитики маркетплейсов на Django. Предлагать архитектурные решения, участвовать в проектировании архитектуры продукта. Мониторить производительность, оптимизировать где..."
110202463,Тестировщик — стажер в Сбер,0,71800,RUR,2024-11-06T09:51:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110202463,Необходимые навыки: — Ansible. — Apache Kafka. — OpenShift. — REST API. — понимание микросервисной архитектуры.,изучать характеристики нагрузочных тестов. — измерять параметры при запуске тестов и их влияние. — производить подготовку стенда перед запуском нагрузочного тестирования. — 
110291970,Аналитик баз данных (junior),0,0,0,2024-11-07T10:27:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110291970,"Высшее образование (Математическое/Информационные технологии). Понимание архитектуры данных. Опыт работы: с SQL, <highlighttext>Python</highlighttext> (про часть работы с бд), Airflow, Superset...","Анализ данных из систем-источников ( Postgres, greenplum). Построение отчетности на основе бизнес требований ( <highlighttext>Python</highlighttext> , Airflow, superset ). Подготовка технической документации и..."
110391947,Продуктовый аналитик (junior),80000,0,RUR,2024-11-08T10:50:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110391947,"Знание SQL - уровень написания запросов к базе данных. Владение <highlighttext>Python</highlighttext> - базовый уровень обработки, анализа и визуализации данных. Опыт работы с...","Разработка и поддержка дашбордов в Metabase. Развитие регулярной отчетности по данному направлению, опционально - генерация гипотез. Выполнение ADHOC запросов бизнеса. "
109420687,Python-разработчик (Junior),75000,0,RUR,2024-11-08T11:17:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109420687,Уверенные знания <highlighttext>Python</highlighttext>. Опыт работы с FastAPI / Flask. Знание основ SQL. Опыт работы с Linux. Понимание основ работы с сетями. ,Разработкой API. Разработкой и реализацией Unit-тестов. Написанием технической документации.
109564037,Junior Backend-разработчик Django,35000,0,RUR,2024-11-07T15:56:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109564037,Опыт работы с <highlighttext>Python</highlighttext> и Django. Знание принципов проектирования баз данных и опыт работы с. PostgreSQL. Опыт разработки RESTful API...,Активами и интеграции с внешними финансовыми сервисами. Мы активно используем <highlighttext>Python</highlighttext> и Django для создания надежной и. Масштабируемой серверной архитектуры...
109592349,Python-разработчик (Junior),60000,0,RUR,2024-10-30T02:14:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109592349,"Увлечен миром программирования и <highlighttext>Python</highlighttext> - твой любимый язык, ты легко осваиваешь новые технологии и любишь решать сложные задачи. ","Разрабатывать backend-часть веб-приложений на <highlighttext>Python</highlighttext>: Ты будешь создавать логику приложения, разрабатывать API и интегрировать его с базами данных. "
110130889,Разработчик Python,100000,200000,RUR,2024-11-05T14:30:36+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110130889,"Опыт коммерческой разработки от 1 года. Уверенные знания <highlighttext>Python</highlighttext>, Git, Linux. Умение собирать и разворачивать проекты под ОС Linux. ","Разработка на <highlighttext>Python</highlighttext> скриптов. Работа с Raspberry. Работа с web socket. Разработка, организация и управление базами данных. Участие в разработке..."
110135402,Python разработчик,180000,350000,RUR,2024-11-05T15:21:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110135402,Коммерческий опыт разработки на <highlighttext>Python</highlighttext> и использования Django / FastAPI от 3-х лет. Опыт работы с микросервисной архитектурой. ,"Участие в разработке проектов. Разработка backend (REST API ) для сервисов, как в рамках новых проектов, так и для уже существующих. "
110193554,Senior QA инженер (мануальное тестирование),0,0,0,2024-11-06T07:29:23+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110193554,"Понимание SDLC и потребностей разработки. Умение тестировать требования к ПО. Опыт исследовательского тестирования. Умение формировать чек-лист, предугадывать поведение системы. ","Ручное функциональное, регрессионное, Smoke и приемочное тестирование Web приложений и Backend. Создание и актуализация тестовой документации: дизайн тест-кейсов, составление..."
109052250,Инженер по тестированию / QA Engineer,0,0,0,2024-10-22T12:00:32+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=109052250,Опыт работы с Docker\Postgresql\Etcd\Nginx\ProxmoxVE\Zabbix\AWX. Знание SQL. Хороший командный игрок. Базовые знания <highlighttext>Python</highlighttext>. ,"Разработка тест-кейсов, чек-листов, оформление тест-планов. Выполнение ручного тестирования (desktop приложения). Мониторинг/поддержание в рабочем состоянии стендов тестирования. "
110249813,Web-разработчик,50000,50000,RUR,2024-11-06T14:29:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110249813,"Знание Javascript, HTML, CSS - обязательно. VueJS, <highlighttext>Python</highlighttext>, PHP, ArcGIS, QGIS, SQL - желательно.",
110257193,Аналитик геоданных,130000,150000,RUR,2024-11-06T16:12:05+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=110257193,"Высшее профессиональное образование в геологической сфере. Опыт работы в специализированных организациях от 3 лет. Владение специализированными программами (QGIS, ArcGIS). ","Ведение базы данных показателей состояния подземных вод и опасных геологических процессов (PostgreSQL). Анализ данных мониторинга (статистический, пространственный) подземных вод и..."
